WERK,WERK_JAHR,URHEBER,SPRACHE,GESCHLECHT,AUSSTELLUNGEN,EVENTS,PERFORMANCES,LITERATUR,RATING,PLZ
6013396,1885,4022828,1,1,103,0,0,164,4,3800
6013396,1885,4022828,1,1,103,0,0,164,4,3400
6013396,1885,4022828,1,1,103,0,0,164,4,8458
6013396,1885,4022828,1,1,103,0,0,164,4,5736
6013399,1906,4022828,1,1,103,0,0,164,4,3800
6013399,1906,4022828,1,1,103,0,0,164,4,3400
6013399,1906,4022828,1,1,103,0,0,164,4,8458
6013399,1906,4022828,1,1,103,0,0,164,4,5736
6013994,1880,4022827,1,1,65,0,0,107,4,6440
6013994,1880,4022827,1,1,65,0,0,107,4,4532
6013955,1876,4022827,1,1,65,0,0,107,4,6440
6013955,1876,4022827,1,1,65,0,0,107,4,4532
13834823,1981,4001464,1,1,84,0,0,76,3,3000
13834823,1981,4001464,1,1,84,0,0,76,3,4415
13834823,1981,4001464,1,1,84,0,0,76,3,6005
13834823,1981,4001464,1,1,84,0,0,76,3,9434
13834823,1981,4001464,1,1,84,0,0,76,3,3274
6012804,1945,4000260,1,1,40,0,0,80,3,7166
6014265,1816,4022942,1,1,17,0,0,63,4,6000
6014265,1816,4022942,1,1,17,0,0,63,4,9434
6013448,1908,4022828,1,1,103,0,0,164,4,3800
6013448,1908,4022828,1,1,103,0,0,164,4,3400
6013448,1908,4022828,1,1,103,0,0,164,4,8458
6013448,1908,4022828,1,1,103,0,0,164,4,5736
6012963,1871,4022827,1,1,65,0,0,107,4,6440
6012963,1871,4022827,1,1,65,0,0,107,4,4532
6012796,1926,4023384,2,1,33,0,0,50,4,1000
6012796,1926,4023384,2,1,33,0,0,50,4,9434
6013425,1905,4022828,1,1,103,0,0,164,4,3800
6013425,1905,4022828,1,1,103,0,0,164,4,3400
6013425,1905,4022828,1,1,103,0,0,164,4,8458
6013425,1905,4022828,1,1,103,0,0,164,4,5736
6011527,1950,4000040,1,1,52,1,0,80,5,1000
6011527,1950,4000040,1,1,52,1,0,80,5,8267
6013395,1913,4022828,1,1,103,0,0,164,4,3800
6013395,1913,4022828,1,1,103,0,0,164,4,3400
6013395,1913,4022828,1,1,103,0,0,164,4,8458
6013395,1913,4022828,1,1,103,0,0,164,4,5736
6012927,1852,4022827,1,1,65,0,0,107,4,6440
6012927,1852,4022827,1,1,65,0,0,107,4,4532
6012134,1949,4000314,1,1,53,0,0,64,4,3000
6012136,1950,4000314,1,1,53,0,0,64,4,3000
6012502,1911,4000030,2,1,62,0,0,94,4,2500
6012502,1911,4000030,2,1,62,0,0,94,4,1288
9580872,1958,4026515,1,2,22,0,0,21,4,8000
9580872,1958,4026515,1,2,22,0,0,21,4,6000
6012341,1907,4022753,1,1,32,0,0,32,3,8712
6012341,1907,4022753,1,1,32,0,0,32,3,8703
6014748,1879,4022900,1,1,28,0,0,54,4,4500
6014748,1879,4022900,1,1,28,0,0,54,4,8000
6014089,1874,4022827,1,1,65,0,0,107,4,6440
6014089,1874,4022827,1,1,65,0,0,107,4,4532
6013458,1913,4022828,1,1,103,0,0,164,4,3800
6013458,1913,4022828,1,1,103,0,0,164,4,3400
6013458,1913,4022828,1,1,103,0,0,164,4,8458
6013458,1913,4022828,1,1,103,0,0,164,4,5736
6014016,1846,4022827,1,1,65,0,0,107,4,6440
6014016,1846,4022827,1,1,65,0,0,107,4,4532
6014093,1880,4022827,1,1,65,0,0,107,4,6440
6014093,1880,4022827,1,1,65,0,0,107,4,4532
6012961,1869,4022827,1,1,65,0,0,107,4,6440
6012961,1869,4022827,1,1,65,0,0,107,4,4532
6012955,1852,4022827,1,1,65,0,0,107,4,6440
6012955,1852,4022827,1,1,65,0,0,107,4,4532
6013631,1841,4022880,2,1,24,0,0,28,3,1200
6013179,1919,4023384,2,1,33,0,0,50,4,1000
6013179,1919,4023384,2,1,33,0,0,50,4,9434
9587622,1884,4022827,1,1,65,0,0,107,4,6440
9587622,1884,4022827,1,1,65,0,0,107,4,4532
9586633,1865,4022827,1,1,65,0,0,107,4,6440
9586633,1865,4022827,1,1,65,0,0,107,4,4532
9587746,1867,4022827,1,1,65,0,0,107,4,6440
9587746,1867,4022827,1,1,65,0,0,107,4,4532
9578982,1858,4022827,1,1,65,0,0,107,4,6440
9578982,1858,4022827,1,1,65,0,0,107,4,4532
9185901,1867,4022827,1,1,65,0,0,107,4,6440
9185901,1867,4022827,1,1,65,0,0,107,4,4532
9575806,1876,4022646,1,1,1,0,0,3,2,4663
9575806,1876,4022646,1,1,1,0,0,3,2,5736
6013163,1883,4022827,1,1,65,0,0,107,4,6440
6013163,1883,4022827,1,1,65,0,0,107,4,4532
6014025,1876,4022827,1,1,65,0,0,107,4,6440
6014025,1876,4022827,1,1,65,0,0,107,4,4532
6012945,1875,4022827,1,1,65,0,0,107,4,6440
6012945,1875,4022827,1,1,65,0,0,107,4,4532
6014514,1858,4022900,1,1,28,0,0,54,4,4500
6014514,1858,4022900,1,1,28,0,0,54,4,8000
9596668,0,4022827,1,1,65,0,0,107,4,6440
9596668,0,4022827,1,1,65,0,0,107,4,4532
11518644,1998,4003260,2,1,26,0,0,53,3,1430
11518644,1998,4003260,2,1,26,0,0,53,3,1110
11518660,1992,4003260,2,1,26,0,0,53,3,1430
11518660,1992,4003260,2,1,26,0,0,53,3,1110
9585688,1867,4022827,1,1,65,0,0,107,4,6440
9585688,1867,4022827,1,1,65,0,0,107,4,4532
9584911,1872,4022827,1,1,65,0,0,107,4,6440
9584911,1872,4022827,1,1,65,0,0,107,4,4532
9587485,1867,4022827,1,1,65,0,0,107,4,6440
9587485,1867,4022827,1,1,65,0,0,107,4,4532
9675900,1827,4022826,1,1,10,0,0,22,3,8000
9602584,1908,4022823,2,1,40,0,0,75,4,1000
9602584,1908,4022823,2,1,40,0,0,75,4,1180
9602584,1908,4022823,2,1,40,0,0,75,4,9434
13819031,0,4022823,2,1,40,0,0,75,4,1000
13819031,0,4022823,2,1,40,0,0,75,4,1180
13819031,0,4022823,2,1,40,0,0,75,4,9434
9605588,1956,4026515,1,2,22,0,0,21,4,8000
9605588,1956,4026515,1,2,22,0,0,21,4,6000
9669429,1789,4022917,1,1,14,0,0,33,3,8000
9675631,0,4022823,2,1,40,0,0,75,4,1000
9675631,0,4022823,2,1,40,0,0,75,4,1180
9675631,0,4022823,2,1,40,0,0,75,4,9434
9659784,1803,4022934,2,1,15,0,0,42,4,1426
9659784,1803,4022934,2,1,15,0,0,42,4,2000
12610106,1972,4001125,1,1,62,0,0,53,3,9000
12610106,1972,4001125,1,1,62,0,0,53,3,9050
12610106,1972,4001125,1,1,62,0,0,53,3,2942
12610106,1972,4001125,1,1,62,0,0,53,3,6144
12610106,1972,4001125,1,1,62,0,0,53,3,8487
9641655,1929,4000030,2,1,62,0,0,94,4,2500
9641655,1929,4000030,2,1,62,0,0,94,4,1288
9718994,1983,4001464,1,1,84,0,0,76,3,3000
9718994,1983,4001464,1,1,84,0,0,76,3,4415
9718994,1983,4001464,1,1,84,0,0,76,3,6005
9718994,1983,4001464,1,1,84,0,0,76,3,9434
9718994,1983,4001464,1,1,84,0,0,76,3,3274
9789163,1924,4000040,1,1,52,1,0,80,5,1000
9789163,1924,4000040,1,1,52,1,0,80,5,8267
9675399,1907,4022823,2,1,40,0,0,75,4,1000
9675399,1907,4022823,2,1,40,0,0,75,4,1180
9675399,1907,4022823,2,1,40,0,0,75,4,9434
9675519,1881,4022823,2,1,40,0,0,75,4,1000
9675519,1881,4022823,2,1,40,0,0,75,4,1180
9675519,1881,4022823,2,1,40,0,0,75,4,9434
9655542,1950,4000040,1,1,52,1,0,80,5,1000
9655542,1950,4000040,1,1,52,1,0,80,5,8267
9789276,1934,4000040,1,1,52,1,0,80,5,1000
9789276,1934,4000040,1,1,52,1,0,80,5,8267
9723051,1881,4022823,2,1,40,0,0,75,4,1000
9723051,1881,4022823,2,1,40,0,0,75,4,1180
9723051,1881,4022823,2,1,40,0,0,75,4,9434
9724062,1827,4022826,1,1,10,0,0,22,3,8000
9799127,1946,4023399,1,1,32,0,0,44,3,8000
9715795,1911,4022823,2,1,40,0,0,75,4,1000
9715795,1911,4022823,2,1,40,0,0,75,4,1180
9715795,1911,4022823,2,1,40,0,0,75,4,9434
9684074,1995,4021179,1,2,33,0,0,43,3,6215
9684074,1995,4021179,1,2,33,0,0,43,3,4400
9789524,1948,4000040,1,1,52,1,0,80,5,1000
9789524,1948,4000040,1,1,52,1,0,80,5,8267
9789302,1937,4000040,1,1,52,1,0,80,5,1000
9789302,1937,4000040,1,1,52,1,0,80,5,8267
9734132,1931,4000066,1,1,62,0,0,82,4,6000
9773611,1910,4000030,2,1,62,0,0,94,4,2500
9773611,1910,4000030,2,1,62,0,0,94,4,1288
9839286,1900,4022823,2,1,40,0,0,75,4,1000
9839286,1900,4022823,2,1,40,0,0,75,4,1180
9839286,1900,4022823,2,1,40,0,0,75,4,9434
9882244,1969,4005565,1,1,8,0,0,42,3,9500
9882244,1969,4005565,1,1,8,0,0,42,3,4347
9882244,1969,4005565,1,1,8,0,0,42,3,9630
9773099,0,4000030,2,1,62,0,0,94,4,2500
9773099,0,4000030,2,1,62,0,0,94,4,1288
9884349,1900,4022919,1,1,21,0,0,27,3,4500
9884349,1900,4022919,1,1,21,0,0,27,3,8712
9789460,1944,4000040,1,1,52,1,0,80,5,1000
9789460,1944,4000040,1,1,52,1,0,80,5,8267
11444524,1991,4021179,1,2,33,0,0,43,3,6215
11444524,1991,4021179,1,2,33,0,0,43,3,4400
9884913,1810,4023196,1,1,5,0,0,15,3,8314
9884913,1810,4023196,1,1,5,0,0,15,3,8000
9884913,1810,4023196,1,1,5,0,0,15,3,5736
9884925,1740,4022938,3,1,5,0,0,19,4,6914
9884939,1925,4000071,1,1,74,0,0,83,4,6654
9884939,1925,4000071,1,1,74,0,0,83,4,3000
9884563,1961,4002295,1,1,105,0,0,90,4,8000
9789321,1942,4000040,1,1,52,1,0,80,5,1000
9789321,1942,4000040,1,1,52,1,0,80,5,8267
9884470,1886,4023508,1,1,3,0,0,10,3,4500
9884470,1886,4023508,1,1,3,0,0,10,3,4000
9899298,1785,4032071,2,1,5,0,0,19,3,1700
11441459,1979,4000614,1,2,48,0,0,27,3,8000
9891252,1967,4001318,1,1,20,0,0,31,3,8000
9883311,1768,4032191,1,1,4,0,0,14,3,3400
9883311,1768,4032191,1,1,4,0,0,14,3,8458
9883311,1768,4032191,1,1,4,0,0,14,3,9434
9883311,1768,4032191,1,1,4,0,0,14,3,5736
9896348,1850,4022905,2,1,12,0,0,28,5,75015
9896348,1850,4022905,2,1,12,0,0,28,5,2400
9896348,1850,4022905,2,1,12,0,0,28,5,75000
9825619,1958,4026515,1,2,22,0,0,21,4,8000
9825619,1958,4026515,1,2,22,0,0,21,4,6000
9895068,1895,4023433,1,1,20,0,0,43,4,3000
9895068,1895,4023433,1,1,20,0,0,43,4,2500
9895068,1895,4023433,1,1,20,0,0,43,4,3989
9899523,1997,4000319,1,1,195,0,0,227,4,6000
9883267,1950,4023391,1,1,11,2,0,17,3,8000
9896862,1997,4000766,1,1,145,0,1,162,4,8000
9883301,1939,4002019,1,1,31,0,0,29,3,8000
9883301,1939,4002019,1,1,31,0,0,29,3,6600
9889899,1921,4023424,1,1,18,0,0,37,3,8000
9881516,1864,4022829,3,1,12,0,0,31,5,6612
9881516,1864,4022829,3,1,12,0,0,31,5,50100
9881516,1864,4022829,3,1,12,0,0,31,5,6622
9881516,1864,4022829,3,1,12,0,0,31,5,6622
9884857,1934,4000066,1,1,62,0,0,82,4,6000
9888956,1772,4022942,1,1,17,0,0,63,4,6000
9888956,1772,4022942,1,1,17,0,0,63,4,9434
9884106,1938,4000056,1,1,36,0,0,47,3,4632
9884106,1938,4000056,1,1,36,0,0,47,3,8303
9884106,1938,4000056,1,1,36,0,0,47,3,8458
9884106,1938,4000056,1,1,36,0,0,47,3,8491
9899801,1860,4023132,2,1,7,0,0,15,3,2000
9889116,1914,4023428,1,1,31,0,0,45,3,4000
13046622,1968,4000188,1,2,146,0,0,277,4,4800
13046622,1968,4000188,1,2,146,0,0,277,4,14600
9881277,1864,4023004,1,1,2,0,0,11,3,6000
9881277,1864,4023004,1,1,2,0,0,11,3,9434
9881277,1864,4023004,1,1,2,0,0,11,3,5644
9884895,1922,4023406,1,1,29,0,0,41,3,4112
9884895,1922,4023406,1,1,29,0,0,41,3,3400
9884895,1922,4023406,1,1,29,0,0,41,3,8458
9884895,1922,4023406,1,1,29,0,0,41,3,5736
9888879,1890,4023259,1,1,2,0,0,9,3,8133
9888879,1890,4023259,1,1,2,0,0,9,3,8272
9825422,1954,4026515,1,2,22,0,0,21,4,8000
9825422,1954,4026515,1,2,22,0,0,21,4,6000
9887273,1904,4022997,1,1,32,0,0,48,2,3000
9887273,1904,4022997,1,1,32,0,0,48,2,3074
9887273,1904,4022997,1,1,32,0,0,48,2,1787
9887286,1903,4022997,1,1,32,0,0,48,2,3000
9887286,1903,4022997,1,1,32,0,0,48,2,3074
9887286,1903,4022997,1,1,32,0,0,48,2,1787
9884439,1979,4005477,1,1,27,0,0,34,3,9000
9884439,1979,4005477,1,1,27,0,0,34,3,2942
9884439,1979,4005477,1,1,27,0,0,34,3,9042
9888458,1874,4023201,1,1,5,0,0,11,3,4000
9888497,1969,4000498,1,1,22,0,0,12,3,8000
9894480,1989,4000435,1,1,62,0,0,49,3,8000
9894502,1972,4000520,3,1,38,0,0,40,3,6300
9894502,1972,4000520,3,1,38,0,0,40,3,6900
9884789,1916,4000067,1,1,68,0,0,88,4,8000
9884789,1916,4000067,1,1,68,0,0,88,4,8458
9887352,1912,4022997,1,1,32,0,0,48,2,3000
9887352,1912,4022997,1,1,32,0,0,48,2,3074
9887352,1912,4022997,1,1,32,0,0,48,2,1787
9895052,1894,4023433,1,1,20,0,0,43,4,3000
9895052,1894,4023433,1,1,20,0,0,43,4,2500
9895052,1894,4023433,1,1,20,0,0,43,4,3989
9890338,1940,4024109,1,1,17,0,0,23,4,1030
9894297,1993,4000198,3,1,126,0,0,120,4,6675
9881449,1870,4023008,1,1,6,0,0,11,3,22100
9881449,1870,4023008,1,1,6,0,0,11,3,22100
9881449,1870,4023008,1,1,6,0,0,11,3,8320
9918694,1971,4000299,1,1,81,0,0,87,4,3000
9891060,1925,4022757,1,1,24,0,0,26,3,8706
9891060,1925,4022757,1,1,24,0,0,26,3,8000
9891060,1925,4022757,1,1,24,0,0,26,3,8706
9884947,1953,4022753,1,1,32,0,0,32,3,8712
9884947,1953,4022753,1,1,32,0,0,32,3,8703
9903963,1908,4023429,2,1,90,0,0,129,4,1200
9903963,1908,4023429,2,1,90,0,0,129,4,1232
9904383,1992,4001896,1,1,84,0,2,113,4,4600
9904383,1992,4001896,1,1,84,0,2,113,4,4600
9924365,1969,4001464,1,1,84,0,0,76,3,3000
9924365,1969,4001464,1,1,84,0,0,76,3,4415
9924365,1969,4001464,1,1,84,0,0,76,3,6005
9924365,1969,4001464,1,1,84,0,0,76,3,9434
9924365,1969,4001464,1,1,84,0,0,76,3,3274
9924384,1975,4001464,1,1,84,0,0,76,3,3000
9924384,1975,4001464,1,1,84,0,0,76,3,4415
9924384,1975,4001464,1,1,84,0,0,76,3,6005
9924384,1975,4001464,1,1,84,0,0,76,3,9434
9924384,1975,4001464,1,1,84,0,0,76,3,3274
9920197,1911,4022749,1,1,62,0,0,77,4,8816
9920197,1911,4022749,1,1,62,0,0,77,4,8000
9920197,1911,4022749,1,1,62,0,0,77,4,8000
9919724,1932,4000056,1,1,36,0,0,47,3,4632
9919724,1932,4000056,1,1,36,0,0,47,3,8303
9919724,1932,4000056,1,1,36,0,0,47,3,8458
9919724,1932,4000056,1,1,36,0,0,47,3,8491
9921969,1949,4001125,1,1,62,0,0,53,3,9000
9921969,1949,4001125,1,1,62,0,0,53,3,9050
9921969,1949,4001125,1,1,62,0,0,53,3,2942
9921969,1949,4001125,1,1,62,0,0,53,3,6144
9921969,1949,4001125,1,1,62,0,0,53,3,8487
9922041,1979,4000319,1,1,195,0,0,227,4,6000
9900064,1994,4003260,2,1,26,0,0,53,3,1430
9900064,1994,4003260,2,1,26,0,0,53,3,1110
9931539,1957,4000030,2,1,62,0,0,94,4,2500
9931539,1957,4000030,2,1,62,0,0,94,4,1288
9936288,1849,4023008,1,1,6,0,0,11,3,22100
9936288,1849,4023008,1,1,6,0,0,11,3,22100
9936288,1849,4023008,1,1,6,0,0,11,3,8320
9918385,1977,4000198,3,1,126,0,0,120,4,6675
9918438,1958,4000419,2,1,30,0,0,51,3,1950
9918438,1958,4000419,2,1,30,0,0,51,3,1200
9927665,1860,4022999,1,1,3,0,0,7,4,8330
9927665,1860,4022999,1,1,3,0,0,7,4,8330
9927665,1860,4022999,1,1,3,0,0,7,4,8000
9927665,1860,4022999,1,1,3,0,0,7,4,8808
9918498,1979,4000516,1,1,62,0,4,43,3,2500
9918498,1979,4000516,1,1,62,0,4,43,3,3989
9922485,1965,4002295,1,1,105,0,0,90,4,8000
9931712,1915,4000067,1,1,68,0,0,88,4,8000
9931712,1915,4000067,1,1,68,0,0,88,4,8458
9931739,1918,4000067,1,1,68,0,0,88,4,8000
9931739,1918,4000067,1,1,68,0,0,88,4,8458
9930943,1966,4000260,1,1,40,0,0,80,3,7166
9926575,1984,4001690,1,1,49,0,0,46,3,9100
9926575,1984,4001690,1,1,49,0,0,46,3,9434
9930678,1947,4000260,1,1,40,0,0,80,3,7166
9930844,1959,4001896,1,1,84,0,2,113,4,4600
9930844,1959,4001896,1,1,84,0,2,113,4,4600
9931056,1956,4000260,1,1,40,0,0,80,3,7166
9932426,1955,4000260,1,1,40,0,0,80,3,7166
9929400,1947,4000260,1,1,40,0,0,80,3,7166
9924861,1872,4022950,1,1,10,0,0,20,3,4000
9924861,1872,4022950,1,1,10,0,0,20,3,5736
9924861,1872,4022950,1,1,10,0,0,20,3,5020
9923844,1860,4022822,2,1,43,0,0,95,4,1200
9931151,1980,4000260,1,1,40,0,0,80,3,7166
9915985,1940,4022753,1,1,32,0,0,32,3,8712
9915985,1940,4022753,1,1,32,0,0,32,3,8703
9897704,1894,4025511,1,1,2,0,0,8,3,6314
9923644,1919,4023429,2,1,90,0,0,129,4,1200
9923644,1919,4023429,2,1,90,0,0,129,4,1232
9932087,0,4000260,1,1,40,0,0,80,3,7166
9932280,1796,4022942,1,1,17,0,0,63,4,6000
9932280,1796,4022942,1,1,17,0,0,63,4,9434
9932222,1788,4022942,1,1,17,0,0,63,4,6000
9932222,1788,4022942,1,1,17,0,0,63,4,9434
11520504,1973,4023399,1,1,32,0,0,44,3,8000
9924026,1968,4002398,1,1,58,0,0,65,3,8400
9924026,1968,4002398,1,1,58,0,0,65,3,4665
9939512,1929,4000040,1,1,52,1,0,80,5,1000
9939512,1929,4000040,1,1,52,1,0,80,5,8267
9923978,1987,4002296,2,1,189,0,0,177,4,3000
9923978,1987,4002296,2,1,189,0,0,177,4,3000
12776762,1956,4000188,1,2,146,0,0,277,4,4800
12776762,1956,4000188,1,2,146,0,0,277,4,14600
9931794,1940,4000260,1,1,40,0,0,80,3,7166
9925793,1871,4022825,1,1,150,0,0,274,5,4000
9924130,1965,4000072,1,1,256,0,0,385,5,3000
9943829,1977,4000299,1,1,81,0,0,87,4,3000
9925851,1880,4022825,1,1,150,0,0,274,5,4000
9932496,1955,4000260,1,1,40,0,0,80,3,7166
9936169,1976,4000614,1,2,48,0,0,27,3,8000
9926407,1975,4001566,1,1,77,0,0,76,3,8400
9939928,1927,4000040,1,1,52,1,0,80,5,1000
9939928,1927,4000040,1,1,52,1,0,80,5,8267
9939934,1937,4000040,1,1,52,1,0,80,5,1000
9939934,1937,4000040,1,1,52,1,0,80,5,8267
9951506,1831,4022905,2,1,12,0,0,28,5,75015
